word,wording,model,temperature,feature,k,n,rate,ci_lo,ci_hi
glummble,W1,gpt-5.4-mini,1.0,bioluminescence,20,50,0.400,0.276,0.538
glummble,W1,gpt-5.4-mini,1.0,large_eyes,23,50,0.460,0.330,0.596
glummble,W1,gpt-5.4-mini,1.0,spiral_tail,10,50,0.200,0.112,0.330
glummble,W1,gpt-5.4-mini,1.0,object_collecting,28,50,0.560,0.423,0.688
glummble,W1,gpt-5.4-mini,1.0,mood_color,27,50,0.540,0.404,0.670
glummble,W1,gpt-5.4-mini,1.0,waddle_gait,8,50,0.160,0.083,0.285
glummble,W1,gpt-5.4-mini,1.0,shy_gentle,44,50,0.880,0.762,0.944
glummble,W1,gpt-5.4-mini,1.0,curious,38,50,0.760,0.626,0.857
glummble,W1,gpt-5.4-mini,1.0,name_from_sound,4,50,0.080,0.032,0.188
glummble,W1,gpt-5.4-nano,0.0,round_body,30,30,1.000,0.886,1.000
glummble,W1,gpt-5.4-nano,0.0,soft_texture,30,30,1.000,0.886,1.000
glummble,W1,gpt-5.4-nano,0.0,lavender_purple,5,30,0.167,0.073,0.336
glummble,W1,gpt-5.4-nano,0.0,six_legs,0,30,0.000,0.000,0.114
glummble,W1,gpt-5.4-nano,0.0,humming_vocal,15,30,0.500,0.332,0.668
glummble,W1,gpt-5.4-nano,0.0,bioluminescence,13,30,0.433,0.274,0.608
glummble,W1,gpt-5.4-nano,0.0,large_eyes,1,30,0.033,0.006,0.167
glummble,W1,gpt-5.4-nano,0.0,spiral_tail,0,30,0.000,0.000,0.114
glummble,W1,gpt-5.4-nano,0.0,object_collecting,10,30,0.333,0.192,0.512
glummble,W1,gpt-5.4-nano,0.0,mood_color,2,30,0.067,0.018,0.213
glummble,W1,gpt-5.4-nano,0.0,waddle_gait,3,30,0.100,0.035,0.256
glummble,W1,gpt-5.4-nano,0.0,shy_gentle,27,30,0.900,0.744,0.965
glummble,W1,gpt-5.4-nano,0.0,curious,27,30,0.900,0.744,0.965
glummble,W1,gpt-5.4-nano,0.0,name_from_sound,1,30,0.033,0.006,0.167
glummble,W1,gpt-5.4-nano,1.0,round_body,46,50,0.920,0.812,0.968
glummble,W1,gpt-5.4-nano,1.0,soft_texture,50,50,1.000,0.929,1.000
glummble,W1,gpt-5.4-nano,1.0,lavender_purple,10,50,0.200,0.112,0.330
glummble,W1,gpt-5.4-nano,1.0,six_legs,0,50,0.000,0.000,0.071
glummble,W1,gpt-5.4-nano,1.0,humming_vocal,21,50,0.420,0.294,0.558
glummble,W1,gpt-5.4-nano,1.0,bioluminescence,25,50,0.500,0.366,0.634
glummble,W1,gpt-5.4-nano,1.0,large_eyes,5,50,0.100,0.043,0.214
glummble,W1,gpt-5.4-nano,1.0,spiral_tail,2,50,0.040,0.011,0.135
glummble,W1,gpt-5.4-nano,1.0,object_collecting,14,50,0.280,0.175,0.417
glummble,W1,gpt-5.4-nano,1.0,mood_color,4,50,0.080,0.032,0.188
glummble,W1,gpt-5.4-nano,1.0,waddle_gait,18,50,0.360,0.241,0.499
glummble,W1,gpt-5.4-nano,1.0,shy_gentle,38,50,0.760,0.626,0.857
glummble,W1,gpt-5.4-nano,1.0,curious,46,50,0.920,0.812,0.968
glummble,W1,gpt-5.4-nano,1.0,name_from_sound,0,50,0.000,0.000,0.071
quumble,W1,claude-haiku-4-5,0.0,round_body,30,30,1.000,0.886,1.000
quumble,W1,claude-haiku-4-5,0.0,soft_texture,30,30,1.000,0.886,1.000
quumble,W1,claude-haiku-4-5,0.0,lavender_purple,25,30,0.833,0.664,0.927
quumble,W1,claude-haiku-4-5,0.0,six_legs,19,30,0.633,0.455,0.781
quumble,W1,claude-haiku-4-5,0.0,humming_vocal,22,30,0.733,0.556,0.858
quumble,W1,claude-haiku-4-5,0.0,bioluminescence,30,30,1.000,0.886,1.000
quumble,W1,claude-haiku-4-5,0.0,large_eyes,29,30,0.967,0.833,0.994
quumble,W1,claude-haiku-4-5,0.0,spiral_tail,0,30,0.000,0.000,0.114
quumble,W1,claude-haiku-4-5,0.0,object_collecting,19,30,0.633,0.455,0.781
quumble,W1,claude-haiku-4-5,0.0,mood_color,0,30,0.000,0.000,0.114
quumble,W1,claude-haiku-4-5,0.0,waddle_gait,7,30,0.233,0.118,0.409
quumble,W1,claude-haiku-4-5,0.0,shy_gentle,30,30,1.000,0.886,1.000
quumble,W1,claude-haiku-4-5,0.0,curious,26,30,0.867,0.703,0.947
quumble,W1,claude-haiku-4-5,0.0,name_from_sound,2,30,0.067,0.018,0.213
quumble,W1,claude-haiku-4-5,1.0,round_body,85,100,0.850,0.767,0.907
quumble,W1,claude-haiku-4-5,1.0,soft_texture,98,100,0.980,0.930,0.994
quumble,W1,claude-haiku-4-5,1.0,lavender_purple,71,100,0.710,0.615,0.790
quumble,W1,claude-haiku-4-5,1.0,six_legs,28,100,0.280,0.201,0.375
quumble,W1,claude-haiku-4-5,1.0,humming_vocal,83,100,0.830,0.745,0.891
quumble,W1,claude-haiku-4-5,1.0,bioluminescence,78,100,0.780,0.689,0.850
quumble,W1,claude-haiku-4-5,1.0,large_eyes,60,100,0.600,0.502,0.691
quumble,W1,claude-haiku-4-5,1.0,spiral_tail,5,100,0.050,0.022,0.112
quumble,W1,claude-haiku-4-5,1.0,object_collecting,22,100,0.220,0.150,0.311
quumble,W1,claude-haiku-4-5,1.0,mood_color,17,100,0.170,0.109,0.255
quumble,W1,claude-haiku-4-5,1.0,waddle_gait,41,100,0.410,0.319,0.508
quumble,W1,claude-haiku-4-5,1.0,shy_gentle,97,100,0.970,0.915,0.990
quumble,W1,claude-haiku-4-5,1.0,curious,86,100,0.860,0.779,0.915
quumble,W1,claude-haiku-4-5,1.0,name_from_sound,0,100,0.000,0.000,0.037
quumble,W1,claude-sonnet-4-6,0.0,round_body,30,30,1.000,0.886,1.000
quumble,W1,claude-sonnet-4-6,0.0,soft_texture,30,30,1.000,0.886,1.000
quumble,W1,claude-sonnet-4-6,0.0,lavender_purple,0,30,0.000,0.000,0.114
quumble,W1,claude-sonnet-4-6,0.0,six_legs,22,30,0.733,0.556,0.858
quumble,W1,claude-sonnet-4-6,0.0,humming_vocal,30,30,1.000,0.886,1.000
quumble,W1,claude-sonnet-4-6,0.0,bioluminescence,15,30,0.500,0.332,0.668
quumble,W1,claude-sonnet-4-6,0.0,large_eyes,26,30,0.867,0.703,0.947
quumble,W1,claude-sonnet-4-6,0.0,spiral_tail,14,30,0.467,0.302,0.639
quumble,W1,claude-sonnet-4-6,0.0,object_collecting,18,30,0.600,0.423,0.754
quumble,W1,claude-sonnet-4-6,0.0,mood_color,8,30,0.267,0.142,0.444
quumble,W1,claude-sonnet-4-6,0.0,waddle_gait,22,30,0.733,0.556,0.858
quumble,W1,claude-sonnet-4-6,0.0,shy_gentle,28,30,0.933,0.787,0.982
quumble,W1,claude-sonnet-4-6,0.0,curious,28,30,0.933,0.787,0.982
quumble,W1,claude-sonnet-4-6,0.0,name_from_sound,1,30,0.033,0.006,0.167
quumble,W1,claude-sonnet-4-6,1.0,round_body,95,100,0.950,0.888,0.978
quumble,W1,claude-sonnet-4-6,1.0,soft_texture,98,100,0.980,0.930,0.994
quumble,W1,claude-sonnet-4-6,1.0,lavender_purple,14,100,0.140,0.085,0.221
quumble,W1,claude-sonnet-4-6,1.0,six_legs,49,100,0.490,0.394,0.587
quumble,W1,claude-sonnet-4-6,1.0,humming_vocal,96,100,0.960,0.902,0.984
quumble,W1,claude-sonnet-4-6,1.0,bioluminescence,34,100,0.340,0.255,0.437
quumble,W1,claude-sonnet-4-6,1.0,large_eyes,60,100,0.600,0.502,0.691
quumble,W1,claude-sonnet-4-6,1.0,spiral_tail,42,100,0.420,0.328,0.518
quumble,W1,claude-sonnet-4-6,1.0,object_collecting,48,100,0.480,0.385,0.577
quumble,W1,claude-sonnet-4-6,1.0,mood_color,31,100,0.310,0.228,0.406
quumble,W1,claude-sonnet-4-6,1.0,waddle_gait,59,100,0.590,0.492,0.681
quumble,W1,claude-sonnet-4-6,1.0,shy_gentle,62,100,0.620,0.522,0.709
quumble,W1,claude-sonnet-4-6,1.0,curious,91,100,0.910,0.838,0.952
quumble,W1,claude-sonnet-4-6,1.0,name_from_sound,10,100,0.100,0.055,0.174
quumble,W1,gpt-5.4-mini,0.0,round_body,30,30,1.000,0.886,1.000
quumble,W1,gpt-5.4-mini,0.0,soft_texture,29,30,0.967,0.833,0.994
quumble,W1,gpt-5.4-mini,0.0,lavender_purple,21,30,0.700,0.521,0.833
quumble,W1,gpt-5.4-mini,0.0,six_legs,8,30,0.267,0.142,0.444
quumble,W1,gpt-5.4-mini,0.0,humming_vocal,17,30,0.567,0.392,0.726
quumble,W1,gpt-5.4-mini,0.0,bioluminescence,29,30,0.967,0.833,0.994
quumble,W1,gpt-5.4-mini,0.0,large_eyes,10,30,0.333,0.192,0.512
quumble,W1,gpt-5.4-mini,0.0,spiral_tail,2,30,0.067,0.018,0.213
quumble,W1,gpt-5.4-mini,0.0,object_collecting,14,30,0.467,0.302,0.639
quumble,W1,gpt-5.4-mini,0.0,mood_color,29,30,0.967,0.833,0.994
quumble,W1,gpt-5.4-mini,0.0,waddle_gait,11,30,0.367,0.219,0.545
quumble,W1,gpt-5.4-mini,0.0,shy_gentle,30,30,1.000,0.886,1.000
quumble,W1,gpt-5.4-mini,0.0,curious,30,30,1.000,0.886,1.000
quumble,W1,gpt-5.4-mini,0.0,name_from_sound,1,30,0.033,0.006,0.167
quumble,W1,gpt-5.4-mini,1.0,round_body,84,100,0.840,0.756,0.899
quumble,W1,gpt-5.4-mini,1.0,soft_texture,96,100,0.960,0.902,0.984
quumble,W1,gpt-5.4-mini,1.0,lavender_purple,54,100,0.540,0.443,0.634
quumble,W1,gpt-5.4-mini,1.0,six_legs,8,100,0.080,0.041,0.150
quumble,W1,gpt-5.4-mini,1.0,humming_vocal,59,100,0.590,0.492,0.681
quumble,W1,gpt-5.4-mini,1.0,bioluminescence,81,100,0.810,0.722,0.875
quumble,W1,gpt-5.4-mini,1.0,large_eyes,36,100,0.360,0.273,0.458
quumble,W1,gpt-5.4-mini,1.0,spiral_tail,20,100,0.200,0.133,0.289
quumble,W1,gpt-5.4-mini,1.0,object_collecting,56,100,0.560,0.462,0.653
quumble,W1,gpt-5.4-mini,1.0,mood_color,82,100,0.820,0.733,0.883
quumble,W1,gpt-5.4-mini,1.0,waddle_gait,29,100,0.290,0.210,0.385
quumble,W1,gpt-5.4-mini,1.0,shy_gentle,97,100,0.970,0.915,0.990
quumble,W1,gpt-5.4-mini,1.0,curious,100,100,1.000,0.963,1.000
quumble,W1,gpt-5.4-mini,1.0,name_from_sound,1,100,0.010,0.002,0.054
quumble,W1,gpt-5.4-nano,0.0,round_body,30,30,1.000,0.886,1.000
quumble,W1,gpt-5.4-nano,0.0,soft_texture,30,30,1.000,0.886,1.000
quumble,W1,gpt-5.4-nano,0.0,lavender_purple,4,30,0.133,0.053,0.297
quumble,W1,gpt-5.4-nano,0.0,six_legs,0,30,0.000,0.000,0.114
quumble,W1,gpt-5.4-nano,0.0,humming_vocal,14,30,0.467,0.302,0.639
quumble,W1,gpt-5.4-nano,0.0,bioluminescence,6,30,0.200,0.095,0.373
quumble,W1,gpt-5.4-nano,0.0,large_eyes,5,30,0.167,0.073,0.336
quumble,W1,gpt-5.4-nano,0.0,spiral_tail,1,30,0.033,0.006,0.167
quumble,W1,gpt-5.4-nano,0.0,object_collecting,13,30,0.433,0.274,0.608
quumble,W1,gpt-5.4-nano,0.0,mood_color,4,30,0.133,0.053,0.297
quumble,W1,gpt-5.4-nano,0.0,waddle_gait,16,30,0.533,0.361,0.698
quumble,W1,gpt-5.4-nano,0.0,shy_gentle,29,30,0.967,0.833,0.994
quumble,W1,gpt-5.4-nano,0.0,curious,30,30,1.000,0.886,1.000
quumble,W1,gpt-5.4-nano,0.0,name_from_sound,0,30,0.000,0.000,0.114
quumble,W1,gpt-5.4-nano,1.0,round_body,75,100,0.750,0.657,0.825
quumble,W1,gpt-5.4-nano,1.0,soft_texture,98,100,0.980,0.930,0.994
quumble,W1,gpt-5.4-nano,1.0,lavender_purple,12,100,0.120,0.070,0.198
quumble,W1,gpt-5.4-nano,1.0,six_legs,0,100,0.000,0.000,0.037
quumble,W1,gpt-5.4-nano,1.0,humming_vocal,35,100,0.350,0.264,0.447
quumble,W1,gpt-5.4-nano,1.0,bioluminescence,38,100,0.380,0.291,0.478
quumble,W1,gpt-5.4-nano,1.0,large_eyes,24,100,0.240,0.167,0.332
quumble,W1,gpt-5.4-nano,1.0,spiral_tail,7,100,0.070,0.034,0.137
quumble,W1,gpt-5.4-nano,1.0,object_collecting,34,100,0.340,0.255,0.437
quumble,W1,gpt-5.4-nano,1.0,mood_color,20,100,0.200,0.133,0.289
quumble,W1,gpt-5.4-nano,1.0,waddle_gait,52,100,0.520,0.423,0.615
quumble,W1,gpt-5.4-nano,1.0,shy_gentle,75,100,0.750,0.657,0.825
quumble,W1,gpt-5.4-nano,1.0,curious,95,100,0.950,0.888,0.978
quumble,W1,gpt-5.4-nano,1.0,name_from_sound,1,100,0.010,0.002,0.054
quumble,W2,claude-haiku-4-5,0.0,round_body,30,30,1.000,0.886,1.000
quumble,W2,claude-haiku-4-5,0.0,soft_texture,30,30,1.000,0.886,1.000
quumble,W2,claude-haiku-4-5,0.0,lavender_purple,17,30,0.567,0.392,0.726
quumble,W2,claude-haiku-4-5,0.0,six_legs,13,30,0.433,0.274,0.608
quumble,W2,claude-haiku-4-5,0.0,humming_vocal,25,30,0.833,0.664,0.927
quumble,W2,claude-haiku-4-5,0.0,bioluminescence,30,30,1.000,0.886,1.000
quumble,W2,claude-haiku-4-5,0.0,large_eyes,27,30,0.900,0.744,0.965
quumble,W2,claude-haiku-4-5,0.0,spiral_tail,0,30,0.000,0.000,0.114
quumble,W2,claude-haiku-4-5,0.0,object_collecting,22,30,0.733,0.556,0.858
quumble,W2,claude-haiku-4-5,0.0,mood_color,14,30,0.467,0.302,0.639
quumble,W2,claude-haiku-4-5,0.0,waddle_gait,26,30,0.867,0.703,0.947
quumble,W2,claude-haiku-4-5,0.0,shy_gentle,29,30,0.967,0.833,0.994
quumble,W2,claude-haiku-4-5,0.0,curious,30,30,1.000,0.886,1.000
quumble,W2,claude-haiku-4-5,0.0,name_from_sound,0,30,0.000,0.000,0.114
quumble,W2,claude-haiku-4-5,1.0,round_body,94,100,0.940,0.875,0.972
quumble,W2,claude-haiku-4-5,1.0,soft_texture,100,100,1.000,0.963,1.000
quumble,W2,claude-haiku-4-5,1.0,lavender_purple,70,100,0.700,0.604,0.781
quumble,W2,claude-haiku-4-5,1.0,six_legs,10,100,0.100,0.055,0.174
quumble,W2,claude-haiku-4-5,1.0,humming_vocal,76,100,0.760,0.668,0.833
quumble,W2,claude-haiku-4-5,1.0,bioluminescence,79,100,0.790,0.700,0.858
quumble,W2,claude-haiku-4-5,1.0,large_eyes,68,100,0.680,0.583,0.763
quumble,W2,claude-haiku-4-5,1.0,spiral_tail,14,100,0.140,0.085,0.221
quumble,W2,claude-haiku-4-5,1.0,object_collecting,43,100,0.430,0.337,0.528
quumble,W2,claude-haiku-4-5,1.0,mood_color,9,100,0.090,0.048,0.162
quumble,W2,claude-haiku-4-5,1.0,waddle_gait,57,100,0.570,0.472,0.663
quumble,W2,claude-haiku-4-5,1.0,shy_gentle,99,100,0.990,0.946,0.998
quumble,W2,claude-haiku-4-5,1.0,curious,99,100,0.990,0.946,0.998
quumble,W2,claude-haiku-4-5,1.0,name_from_sound,1,100,0.010,0.002,0.054
quumble,W2,claude-sonnet-4-6,0.0,round_body,30,30,1.000,0.886,1.000
quumble,W2,claude-sonnet-4-6,0.0,soft_texture,30,30,1.000,0.886,1.000
quumble,W2,claude-sonnet-4-6,0.0,lavender_purple,20,30,0.667,0.488,0.808
quumble,W2,claude-sonnet-4-6,0.0,six_legs,0,30,0.000,0.000,0.114
quumble,W2,claude-sonnet-4-6,0.0,humming_vocal,30,30,1.000,0.886,1.000
quumble,W2,claude-sonnet-4-6,0.0,bioluminescence,14,30,0.467,0.302,0.639
quumble,W2,claude-sonnet-4-6,0.0,large_eyes,22,30,0.733,0.556,0.858
quumble,W2,claude-sonnet-4-6,0.0,spiral_tail,1,30,0.033,0.006,0.167
quumble,W2,claude-sonnet-4-6,0.0,object_collecting,20,30,0.667,0.488,0.808
quumble,W2,claude-sonnet-4-6,0.0,mood_color,7,30,0.233,0.118,0.409
quumble,W2,claude-sonnet-4-6,0.0,waddle_gait,30,30,1.000,0.886,1.000
quumble,W2,claude-sonnet-4-6,0.0,shy_gentle,23,30,0.767,0.591,0.882
quumble,W2,claude-sonnet-4-6,0.0,curious,24,30,0.800,0.627,0.905
quumble,W2,claude-sonnet-4-6,0.0,name_from_sound,0,30,0.000,0.000,0.114
quumble,W2,claude-sonnet-4-6,1.0,round_body,98,100,0.980,0.930,0.994
quumble,W2,claude-sonnet-4-6,1.0,soft_texture,99,100,0.990,0.946,0.998
quumble,W2,claude-sonnet-4-6,1.0,lavender_purple,57,100,0.570,0.472,0.663
quumble,W2,claude-sonnet-4-6,1.0,six_legs,16,100,0.160,0.101,0.244
quumble,W2,claude-sonnet-4-6,1.0,humming_vocal,93,100,0.930,0.863,0.966
quumble,W2,claude-sonnet-4-6,1.0,bioluminescence,18,100,0.180,0.117,0.267
quumble,W2,claude-sonnet-4-6,1.0,large_eyes,71,100,0.710,0.615,0.790
quumble,W2,claude-sonnet-4-6,1.0,spiral_tail,16,100,0.160,0.101,0.244
quumble,W2,claude-sonnet-4-6,1.0,object_collecting,52,100,0.520,0.423,0.615
quumble,W2,claude-sonnet-4-6,1.0,mood_color,31,100,0.310,0.228,0.406
quumble,W2,claude-sonnet-4-6,1.0,waddle_gait,93,100,0.930,0.863,0.966
quumble,W2,claude-sonnet-4-6,1.0,shy_gentle,95,100,0.950,0.888,0.978
quumble,W2,claude-sonnet-4-6,1.0,curious,81,100,0.810,0.722,0.875
quumble,W2,claude-sonnet-4-6,1.0,name_from_sound,16,100,0.160,0.101,0.244
quumble,W2,gpt-5.4-mini,0.0,round_body,20,30,0.667,0.488,0.808
quumble,W2,gpt-5.4-mini,0.0,soft_texture,30,30,1.000,0.886,1.000
quumble,W2,gpt-5.4-mini,0.0,lavender_purple,1,30,0.033,0.006,0.167
quumble,W2,gpt-5.4-mini,0.0,six_legs,0,30,0.000,0.000,0.114
quumble,W2,gpt-5.4-mini,0.0,humming_vocal,19,30,0.633,0.455,0.781
quumble,W2,gpt-5.4-mini,0.0,bioluminescence,28,30,0.933,0.787,0.982
quumble,W2,gpt-5.4-mini,0.0,large_eyes,23,30,0.767,0.591,0.882
quumble,W2,gpt-5.4-mini,0.0,spiral_tail,23,30,0.767,0.591,0.882
quumble,W2,gpt-5.4-mini,0.0,object_collecting,18,30,0.600,0.423,0.754
quumble,W2,gpt-5.4-mini,0.0,mood_color,29,30,0.967,0.833,0.994
quumble,W2,gpt-5.4-mini,0.0,waddle_gait,3,30,0.100,0.035,0.256
quumble,W2,gpt-5.4-mini,0.0,shy_gentle,30,30,1.000,0.886,1.000
quumble,W2,gpt-5.4-mini,0.0,curious,28,30,0.933,0.787,0.982
quumble,W2,gpt-5.4-mini,0.0,name_from_sound,0,30,0.000,0.000,0.114
quumble,W2,gpt-5.4-mini,1.0,round_body,74,100,0.740,0.646,0.816
quumble,W2,gpt-5.4-mini,1.0,soft_texture,100,100,1.000,0.963,1.000
quumble,W2,gpt-5.4-mini,1.0,lavender_purple,18,100,0.180,0.117,0.267
quumble,W2,gpt-5.4-mini,1.0,six_legs,1,100,0.010,0.002,0.054
quumble,W2,gpt-5.4-mini,1.0,humming_vocal,56,100,0.560,0.462,0.653
quumble,W2,gpt-5.4-mini,1.0,bioluminescence,85,100,0.850,0.767,0.907
quumble,W2,gpt-5.4-mini,1.0,large_eyes,65,100,0.650,0.553,0.736
quumble,W2,gpt-5.4-mini,1.0,spiral_tail,34,100,0.340,0.255,0.437
quumble,W2,gpt-5.4-mini,1.0,object_collecting,55,100,0.550,0.452,0.644
quumble,W2,gpt-5.4-mini,1.0,mood_color,76,100,0.760,0.668,0.833
quumble,W2,gpt-5.4-mini,1.0,waddle_gait,13,100,0.130,0.078,0.210
quumble,W2,gpt-5.4-mini,1.0,shy_gentle,100,100,1.000,0.963,1.000
quumble,W2,gpt-5.4-mini,1.0,curious,98,100,0.980,0.930,0.994
quumble,W2,gpt-5.4-mini,1.0,name_from_sound,3,100,0.030,0.010,0.085
quumble,W2,gpt-5.4-nano,0.0,round_body,27,30,0.900,0.744,0.965
quumble,W2,gpt-5.4-nano,0.0,soft_texture,30,30,1.000,0.886,1.000
quumble,W2,gpt-5.4-nano,0.0,lavender_purple,0,30,0.000,0.000,0.114
quumble,W2,gpt-5.4-nano,0.0,six_legs,0,30,0.000,0.000,0.114
quumble,W2,gpt-5.4-nano,0.0,humming_vocal,11,30,0.367,0.219,0.545
quumble,W2,gpt-5.4-nano,0.0,bioluminescence,13,30,0.433,0.274,0.608
quumble,W2,gpt-5.4-nano,0.0,large_eyes,17,30,0.567,0.392,0.726
quumble,W2,gpt-5.4-nano,0.0,spiral_tail,7,30,0.233,0.118,0.409
quumble,W2,gpt-5.4-nano,0.0,object_collecting,14,30,0.467,0.302,0.639
quumble,W2,gpt-5.4-nano,0.0,mood_color,12,30,0.400,0.246,0.577
quumble,W2,gpt-5.4-nano,0.0,waddle_gait,22,30,0.733,0.556,0.858
quumble,W2,gpt-5.4-nano,0.0,shy_gentle,17,30,0.567,0.392,0.726
quumble,W2,gpt-5.4-nano,0.0,curious,29,30,0.967,0.833,0.994
quumble,W2,gpt-5.4-nano,0.0,name_from_sound,2,30,0.067,0.018,0.213
quumble,W2,gpt-5.4-nano,1.0,round_body,84,100,0.840,0.756,0.899
quumble,W2,gpt-5.4-nano,1.0,soft_texture,100,100,1.000,0.963,1.000
quumble,W2,gpt-5.4-nano,1.0,lavender_purple,12,100,0.120,0.070,0.198
quumble,W2,gpt-5.4-nano,1.0,six_legs,0,100,0.000,0.000,0.037
quumble,W2,gpt-5.4-nano,1.0,humming_vocal,34,100,0.340,0.255,0.437
quumble,W2,gpt-5.4-nano,1.0,bioluminescence,48,100,0.480,0.385,0.577
quumble,W2,gpt-5.4-nano,1.0,large_eyes,50,100,0.500,0.404,0.596
quumble,W2,gpt-5.4-nano,1.0,spiral_tail,9,100,0.090,0.048,0.162
quumble,W2,gpt-5.4-nano,1.0,object_collecting,27,100,0.270,0.193,0.364
quumble,W2,gpt-5.4-nano,1.0,mood_color,25,100,0.250,0.175,0.343
quumble,W2,gpt-5.4-nano,1.0,waddle_gait,70,100,0.700,0.604,0.781
